Age,Job,Marital,Education,Default,Housing,Loan,Contact,Day_Of_Week,Month,Output
53,Admin ,Divorced,University Degree,No,No,No,Cellular,Tue,Aug,Yes
51,Housemaid,Married,Basic 4Y,Unknown,No,No,Cellular,Tue,Aug,No
31,Admin ,Married,University Degree,No,No,No,Cellular,Tue,Aug,No
44,Admin ,Married,High School,No,No,Yes,Cellular,Tue,Aug,No
32,Admin ,Married,University Degree,No,Yes,Yes,Cellular,Tue,Aug,No
41,Self-Employed,Married,University Degree,No,Yes,No,Cellular,Tue,Aug,No
50,Blue-Collar,Married,Professional Course,Unknown,No,No,Cellular,Tue,Aug,No
32,Admin ,Married,University Degree,No,Yes,No,Cellular,Tue,Aug,No
52,Management,Married,University Degree,No,Yes,No,Cellular,Tue,Aug,No
58,Retired,Married,University Degree,No,No,Yes,Cellular,Tue,Aug,No
35,Technician,Married,University Degree,No,Yes,No,Cellular,Tue,Aug,No
58,Retired,Married,University Degree,No,Yes,No,Cellular,Tue,Aug,No
52,Management,Married,University Degree,No,Yes,No,Cellular,Tue,Aug,No
52,Housemaid,Married,Basic 6Y,No,No,No,Cellular,Tue,Aug,No
52,Housemaid,Married,Basic 6Y,No,Yes,No,Cellular,Tue,Aug,No
52,Housemaid,Married,Basic 6Y,No,Yes,No,Cellular,Tue,Aug,No
52,Housemaid,Married,Basic 6Y,No,Yes,No,Cellular,Tue,Aug,No
31,Technician,Single,High School,No,Yes,No,Cellular,Tue,Aug,No
31,Housemaid,Single,University Degree,No,Yes,No,Cellular,Tue,Aug,No
31,Blue-Collar,Married,Basic 6Y,No,No,No,Cellular,Tue,Aug,No
31,Technician,Single,High School,No,No,No,Cellular,Tue,Aug,No
31,Technician,Single,High School,No,Yes,Yes,Cellular,Tue,Aug,No
34,Admin ,Married,University Degree,Unknown,Yes,No,Cellular,Tue,Aug,No
47,Blue-Collar,Married,Basic 9Y,No,No,No,Cellular,Tue,Aug,No
32,Admin ,Married,University Degree,No,No,No,Cellular,Tue,Aug,No
31,Technician,Single,High School,No,Yes,Yes,Cellular,Tue,Aug,Yes
39,Management,Married,University Degree,No,Unknown,Unknown,Cellular,Tue,Aug,No
31,Admin ,Married,University Degree,No,No,No,Cellular,Tue,Aug,No
52,Housemaid,Married,Basic 6Y,No,Yes,No,Cellular,Tue,Aug,Yes
38,Technician,Married,University Degree,No,Yes,Yes,Cellular,Tue,Aug,No
36,Services,Married,Professional Course,No,Yes,Yes,Cellular,Tue,Aug,No
33,Admin ,Married,University Degree,No,No,No,Cellular,Tue,Aug,No
33,Technician,Married,Professional Course,No,Yes,No,Cellular,Tue,Aug,No
37,Technician,Single,University Degree,No,Yes,No,Cellular,Tue,Aug,No
42,Technician,Divorced,Professional Course,No,Yes,Yes,Cellular,Tue,Aug,No
31,Unemployed,Single,University Degree,No,Yes,No,Cellular,Tue,Aug,No
56,Retired,Married,High School,No,Unknown,Unknown,Cellular,Tue,Aug,No
47,Technician,Married,Professional Course,No,Yes,No,Cellular,Tue,Aug,No
53,Entrepreneur,Married,Basic 9Y,Unknown,Yes,No,Cellular,Tue,Aug,Yes
47,Technician,Married,Professional Course,No,No,No,Cellular,Tue,Aug,No
29,Technician,Single,Professional Course,No,No,No,Cellular,Tue,Aug,No
38,Technician,Married,High School,No,No,No,Cellular,Tue,Aug,No
33,Technician,Married,High School,No,Yes,No,Cellular,Tue,Aug,No
51,Technician,Married,Professional Course,No,Yes,No,Cellular,Tue,Aug,No
38,Technician,Married,High School,No,Unknown,Unknown,Cellular,Tue,Aug,No
38,Technician,Married,High School,No,Yes,No,Cellular,Tue,Aug,No
33,Technician,Single,University Degree,No,Yes,No,Cellular,Tue,Aug,No
46,Services,Married,University Degree,No,No,No,Cellular,Tue,Aug,No
34,Technician,Single,Professional Course,No,Yes,No,Cellular,Tue,Aug,No
46,Services,Married,University Degree,No,No,No,Cellular,Tue,Aug,No
30,Admin ,Single,University Degree,No,No,No,Cellular,Tue,Aug,No
30,Admin ,Single,University Degree,No,No,No,Cellular,Tue,Aug,No
32,Technician,Married,University Degree,No,Yes,No,Cellular,Tue,Aug,Yes
52,Management,Married,University Degree,Unknown,No,No,Cellular,Tue,Aug,No
52,Admin ,Married,University Degree,No,No,No,Cellular,Tue,Aug,No
39,Technician,Married,High School,No,No,No,Cellular,Tue,Aug,No
30,Admin ,Single,University Degree,No,No,No,Cellular,Tue,Aug,No
29,Technician,Single,High School,No,No,No,Cellular,Tue,Aug,No
52,Admin ,Married,University Degree,No,Yes,No,Cellular,Tue,Aug,No
31,Housemaid,Single,Professional Course,Unknown,Yes,Yes,Cellular,Tue,Aug,No
35,Services,Married,High School,No,Yes,No,Cellular,Tue,Aug,No
35,Services,Married,High School,No,No,No,Cellular,Tue,Aug,No
35,Services,Married,High School,No,Yes,No,Cellular,Tue,Aug,No
33,Technician,Married,Professional Course,No,No,No,Cellular,Tue,Aug,No
31,Unemployed,Single,University Degree,No,Yes,No,Cellular,Tue,Aug,No
30,Admin ,Single,University Degree,No,Yes,Yes,Cellular,Tue,Aug,No
33,Technician,Married,Professional Course,No,Yes,No,Cellular,Tue,Aug,No
52,Admin ,Married,University Degree,No,Yes,No,Cellular,Tue,Aug,No
40,Admin ,Married,University Degree,No,Yes,No,Cellular,Tue,Aug,No
40,Admin ,Married,University Degree,No,Yes,Yes,Cellular,Tue,Aug,No
37,Technician,Single,Professional Course,Unknown,Yes,No,Cellular,Tue,Aug,Yes
40,Admin ,Married,University Degree,No,No,No,Cellular,Tue,Aug,No
50,Blue-Collar,Married,Basic 4Y,Unknown,Yes,No,Cellular,Tue,Aug,No
45,Technician,Married,Professional Course,No,Yes,No,Cellular,Tue,Aug,No
45,Technician,Married,Professional Course,No,No,No,Cellular,Tue,Aug,No
42,Admin ,Married,University Degree,No,Yes,No,Cellular,Tue,Aug,No
34,Management,Married,University Degree,No,Yes,No,Cellular,Tue,Aug,No
49,Blue-Collar,Married,Basic 6Y,No,Yes,No,Cellular,Tue,Aug,No
37,Technician,Married,Professional Course,No,Yes,Yes,Cellular,Tue,Aug,No
48,Admin ,Married,University Degree,No,No,No,Cellular,Tue,Aug,No
39,Admin ,Married,High School,No,Yes,No,Cellular,Tue,Aug,No
59,Technician,Married,Professional Course,No,No,Yes,Cellular,Tue,Aug,No
51,Entrepreneur,Married,Basic 4Y,Unknown,No,No,Cellular,Tue,Aug,No
33,Technician,Single,Professional Course,No,Yes,No,Cellular,Tue,Aug,Yes
51,Management,Married,High School,No,No,No,Cellular,Tue,Aug,No
31,Unemployed,Single,University Degree,No,Yes,No,Cellular,Tue,Aug,No
29,Technician,Single,Professional Course,No,No,No,Cellular,Tue,Aug,No
37,Technician,Married,High School,Unknown,Yes,No,Cellular,Tue,Aug,No
31,Technician,Married,High School,No,No,No,Cellular,Tue,Aug,No
31,Admin ,Single,University Degree,No,Yes,No,Cellular,Tue,Aug,No
38,Technician,Single,High School,Unknown,No,Yes,Cellular,Tue,Aug,No
31,Admin ,Single,University Degree,No,No,No,Cellular,Tue,Aug,No
50,Self-Employed,Married,University Degree,No,Yes,No,Cellular,Tue,Aug,No
50,Self-Employed,Married,University Degree,No,Yes,No,Cellular,Tue,Aug,No
31,Admin ,Single,University Degree,No,Yes,Yes,Cellular,Tue,Aug,No
31,Admin ,Single,University Degree,No,No,No,Cellular,Tue,Aug,Yes
45,Self-Employed,Married,Basic 4Y,Unknown,Unknown,Unknown,Cellular,Tue,Aug,No
31,Unemployed,Single,University Degree,No,No,No,Cellular,Tue,Aug,No
46,Services,Married,Unknown,No,No,No,Cellular,Tue,Aug,No
51,Admin ,Divorced,Professional Course,No,No,Yes,Cellular,Tue,Aug,No
35,Technician,Married,High School,No,No,No,Cellular,Tue,Aug,No
32,Admin ,Divorced,University Degree,No,Yes,No,Cellular,Tue,Aug,No
34,Services,Married,Professional Course,No,Yes,No,Cellular,Tue,Aug,No
31,Admin ,Single,University Degree,No,Yes,No,Cellular,Tue,Aug,No
35,Technician,Married,High School,No,Yes,No,Cellular,Tue,Aug,No
32,Admin ,Divorced,University Degree,No,Yes,No,Cellular,Tue,Aug,No
32,Admin ,Single,University Degree,Unknown,No,No,Cellular,Tue,Aug,No
32,Technician,Married,High School,No,Yes,No,Cellular,Tue,Aug,No
35,Technician,Single,University Degree,No,Yes,No,Cellular,Tue,Aug,Yes
36,Technician,Single,Professional Course,No,Unknown,Unknown,Cellular,Tue,Aug,No
51,Blue-Collar,Married,Basic 9Y,Unknown,Yes,No,Cellular,Tue,Aug,No
32,Technician,Married,Professional Course,No,No,No,Cellular,Tue,Aug,No
36,Technician,Single,University Degree,Unknown,No,No,Cellular,Tue,Aug,No
36,Admin ,Divorced,University Degree,No,No,No,Cellular,Tue,Aug,No
60,Services,Married,High School,Unknown,No,No,Cellular,Tue,Aug,No
39,Technician,Divorced,Professional Course,No,Yes,Yes,Cellular,Tue,Aug,No
38,Technician,Married,High School,No,No,No,Cellular,Tue,Aug,No
32,Technician,Single,University Degree,No,Yes,No,Cellular,Tue,Aug,No
34,Technician,Single,University Degree,No,Yes,No,Cellular,Tue,Aug,No
38,Admin ,Married,University Degree,No,Yes,No,Cellular,Tue,Aug,No
33,Technician,Married,Professional Course,No,No,No,Cellular,Tue,Aug,No
41,Technician,Married,Professional Course,No,No,No,Cellular,Tue,Aug,No
41,Technician,Married,Professional Course,No,No,No,Cellular,Tue,Aug,No
54,Admin ,Married,High School,No,No,Yes,Cellular,Tue,Aug,No
45,Admin ,Married,High School,Unknown,Yes,No,Cellular,Tue,Aug,No
47,Blue-Collar,Married,Basic 6Y,No,No,No,Cellular,Tue,Aug,No
47,Blue-Collar,Married,Basic 6Y,No,Yes,No,Cellular,Tue,Aug,No
48,Blue-Collar,Married,Basic 9Y,No,Yes,No,Cellular,Tue,Aug,No
48,Blue-Collar,Married,Basic 9Y,No,Yes,No,Cellular,Tue,Aug,No
44,Services,Married,High School,Unknown,Yes,No,Cellular,Tue,Aug,No
30,Admin ,Single,University Degree,No,No,No,Cellular,Tue,Aug,No
36,Management,Married,University Degree,No,No,No,Cellular,Tue,Aug,No
41,Admin ,Single,University Degree,Unknown,No,No,Cellular,Tue,Aug,No
40,Technician,Married,High School,No,No,No,Cellular,Tue,Aug,No
31,Self-Employed,Married,University Degree,No,No,No,Cellular,Tue,Aug,No
51,Housemaid,Married,Basic 4Y,Unknown,Yes,No,Cellular,Tue,Aug,No
37,Admin ,Married,University Degree,Unknown,Yes,No,Cellular,Tue,Aug,No
30,Technician,Single,University Degree,No,Yes,Yes,Cellular,Tue,Aug,No
48,Admin ,Married,Basic 9Y,No,Yes,No,Cellular,Tue,Aug,Yes
48,Admin ,Married,Basic 9Y,No,Yes,No,Cellular,Tue,Aug,No
53,Management,Married,University Degree,No,Yes,No,Cellular,Tue,Aug,Yes
37,Technician,Married,High School,Unknown,Yes,No,Cellular,Tue,Aug,No
42,Self-Employed,Married,University Degree,Unknown,Yes,No,Cellular,Tue,Aug,No
35,Technician,Divorced,Professional Course,No,Yes,No,Cellular,Tue,Aug,No
33,Technician,Married,High School,No,No,No,Cellular,Tue,Aug,No
38,Technician,Single,High School,Unknown,No,No,Cellular,Tue,Aug,No
49,Management,Married,University Degree,No,No,Yes,Cellular,Tue,Aug,No
31,Technician,Single,High School,No,Yes,No,Cellular,Tue,Aug,No
36,Technician,Single,Professional Course,No,Yes,Yes,Cellular,Tue,Aug,No
33,Admin ,Married,University Degree,No,No,Yes,Cellular,Tue,Aug,No
50,Blue-Collar,Married,Basic 6Y,Unknown,No,No,Cellular,Tue,Aug,No
48,Admin ,Married,University Degree,No,Yes,No,Telephone,Tue,Aug,No
43,Technician,Married,Professional Course,Unknown,No,No,Cellular,Tue,Aug,Yes
35,Unemployed,Married,University Degree,No,No,No,Cellular,Tue,Aug,No
46,Admin ,Divorced,University Degree,No,Yes,Yes,Cellular,Tue,Aug,No
32,Technician,Married,University Degree,No,No,Yes,Cellular,Tue,Aug,No
37,Admin ,Divorced,University Degree,No,No,No,Cellular,Tue,Aug,No
33,Technician,Married,Professional Course,No,No,Yes,Cellular,Tue,Aug,Yes
43,Admin ,Divorced,University Degree,Unknown,No,No,Cellular,Tue,Aug,No
39,Self-Employed,Married,Basic 9Y,No,No,No,Cellular,Tue,Aug,No
32,Technician,Married,University Degree,No,Yes,No,Cellular,Tue,Aug,No
45,Self-Employed,Married,Basic 4Y,Unknown,No,No,Cellular,Tue,Aug,No
45,Admin ,Married,University Degree,No,No,No,Cellular,Tue,Aug,No
35,Management,Married,University Degree,No,No,No,Cellular,Tue,Aug,No
35,Self-Employed,Married,University Degree,No,No,No,Cellular,Tue,Aug,No
32,Admin ,Divorced,University Degree,No,No,No,Cellular,Tue,Aug,No
35,Management,Married,University Degree,No,No,No,Cellular,Tue,Aug,No
35,Technician,Married,High School,Unknown,No,No,Cellular,Tue,Aug,No
35,Management,Married,University Degree,No,Yes,No,Cellular,Tue,Aug,No
35,Technician,Married,High School,Unknown,No,Yes,Cellular,Tue,Aug,No
35,Management,Married,University Degree,No,Unknown,Unknown,Cellular,Tue,Aug,Yes
33,Admin ,Married,University Degree,No,No,No,Cellular,Tue,Aug,No
32,Technician,Single,University Degree,No,Yes,No,Cellular,Tue,Aug,No
42,Admin ,Single,University Degree,No,No,No,Cellular,Tue,Aug,No
42,Technician,Single,University Degree,No,Yes,No,Cellular,Tue,Aug,No
29,Management,Married,University Degree,No,Yes,Yes,Cellular,Tue,Aug,No
59,Retired,Married,Basic 9Y,Unknown,Yes,No,Cellular,Tue,Aug,No
32,Admin ,Married,University Degree,Unknown,Yes,No,Cellular,Tue,Aug,No
53,Admin ,Married,Basic 9Y,No,Yes,No,Cellular,Tue,Aug,No
32,Technician,Single,University Degree,No,Yes,No,Cellular,Tue,Aug,Yes
46,Services,Married,University Degree,No,No,No,Cellular,Tue,Aug,No
32,Technician,Single,Professional Course,No,Yes,No,Cellular,Tue,Aug,Yes
50,Admin ,Married,University Degree,No,Yes,No,Cellular,Tue,Aug,No
31,Technician,Single,High School,No,Yes,Yes,Cellular,Tue,Aug,Yes
32,Technician,Single,University Degree,No,No,No,Cellular,Tue,Aug,No
44,Management,Married,Basic 9Y,No,Yes,No,Cellular,Tue,Aug,No
32,Technician,Single,University Degree,No,No,Yes,Cellular,Tue,Aug,Yes
41,Technician,Married,Professional Course,No,No,No,Cellular,Tue,Aug,No
41,Technician,Married,Professional Course,No,Yes,No,Cellular,Tue,Aug,No
49,Retired,Divorced,Professional Course,No,Yes,Yes,Telephone,Tue,Aug,No
36,Admin ,Single,University Degree,No,Yes,No,Cellular,Tue,Aug,Yes
41,Technician,Married,Professional Course,No,Yes,No,Cellular,Tue,Aug,No
35,Technician,Single,University Degree,No,No,No,Cellular,Tue,Aug,No
53,Blue-Collar,Married,Basic 4Y,Unknown,Yes,No,Cellular,Tue,Aug,No
31,Services,Single,University Degree,Unknown,Yes,No,Cellular,Tue,Aug,Yes
56,Admin ,Married,University Degree,No,Yes,No,Cellular,Tue,Aug,No
41,Technician,Married,Professional Course,No,Yes,No,Cellular,Tue,Aug,Yes
58,Housemaid,Married,Basic 4Y,No,No,No,Cellular,Tue,Aug,No
48,Blue-Collar,Married,Basic 9Y,Unknown,No,No,Cellular,Tue,Aug,No
46,Blue-Collar,Married,Basic 4Y,Unknown,Yes,No,Cellular,Tue,Aug,Yes
54,Blue-Collar,Married,Basic 4Y,Unknown,Yes,No,Cellular,Tue,Aug,No
32,Admin ,Married,University Degree,No,No,No,Cellular,Tue,Aug,No
38,Technician,Divorced,Professional Course,No,Yes,No,Cellular,Tue,Aug,No
31,Housemaid,Married,Basic 4Y,No,No,No,Cellular,Tue,Aug,No
46,Blue-Collar,Married,Basic 4Y,Unknown,Yes,No,Cellular,Tue,Aug,No
54,Services,Married,Basic 4Y,No,Yes,No,Cellular,Tue,Aug,No
32,Technician,Single,University Degree,No,No,No,Cellular,Tue,Aug,Yes
40,Management,Married,University Degree,No,No,Yes,Cellular,Tue,Aug,No
32,Admin ,Single,University Degree,No,No,No,Cellular,Tue,Aug,Yes
31,Admin ,Married,University Degree,No,No,No,Cellular,Tue,Aug,No
54,Blue-Collar,Married,Basic 9Y,Unknown,Yes,No,Cellular,Tue,Aug,No
34,Technician,Single,University Degree,No,No,No,Cellular,Tue,Aug,No
53,Management,Married,University Degree,No,No,No,Cellular,Tue,Aug,No
49,Blue-Collar,Married,Basic 9Y,Unknown,No,No,Cellular,Tue,Aug,No
30,Technician,Single,Professional Course,No,No,No,Cellular,Tue,Aug,No
36,Admin ,Single,University Degree,No,No,Yes,Cellular,Tue,Aug,No
31,Technician,Single,University Degree,No,Yes,No,Cellular,Tue,Aug,No
33,Self-Employed,Married,University Degree,No,Yes,No,Cellular,Tue,Aug,No
33,Admin ,Single,University Degree,No,Yes,No,Cellular,Tue,Aug,No
46,Admin ,Married,High School,No,Yes,No,Cellular,Tue,Aug,No
48,Blue-Collar,Married,Basic 4Y,No,No,No,Cellular,Tue,Aug,No
52,Housemaid,Divorced,High School,No,Yes,No,Cellular,Tue,Aug,No
39,Admin ,Divorced,University Degree,No,Yes,No,Cellular,Tue,Aug,No
52,Services,Married,Basic 4Y,No,Yes,No,Cellular,Tue,Aug,No
31,Technician,Single,University Degree,No,No,No,Cellular,Tue,Aug,No
32,Technician,Single,High School,No,Yes,No,Cellular,Tue,Aug,No
33,Technician,Married,University Degree,No,Yes,No,Cellular,Tue,Aug,Yes
57,Admin ,Married,University Degree,No,No,No,Cellular,Tue,Aug,No
31,Housemaid,Married,Basic 4Y,No,No,Yes,Cellular,Tue,Aug,No
45,Management,Married,University Degree,No,Yes,No,Cellular,Tue,Aug,Yes
54,Admin ,Married,University Degree,No,Yes,No,Cellular,Tue,Aug,No
56,Blue-Collar,Married,Unknown,No,Yes,No,Cellular,Tue,Aug,No
38,Technician,Married,Professional Course,No,Yes,No,Cellular,Tue,Aug,No
44,Management,Married,Basic 9Y,No,Yes,No,Cellular,Tue,Aug,No
33,Technician,Married,Professional Course,No,No,No,Cellular,Tue,Aug,No
34,Admin ,Married,High School,No,Yes,No,Cellular,Tue,Aug,No
33,Technician,Married,Professional Course,No,Yes,No,Cellular,Tue,Aug,Yes
32,Admin ,Single,University Degree,No,Yes,No,Cellular,Tue,Aug,No
32,Technician,Married,Professional Course,Unknown,Yes,No,Cellular,Tue,Aug,Yes
54,Services,Married,High School,No,Yes,No,Cellular,Tue,Aug,No
46,Blue-Collar,Married,Basic 4Y,Unknown,Yes,No,Cellular,Tue,Aug,No
31,Admin ,Single,University Degree,No,Yes,No,Cellular,Tue,Aug,No
54,Blue-Collar,Married,Basic 9Y,Unknown,No,No,Cellular,Tue,Aug,No
47,Admin ,Divorced,High School,No,No,No,Cellular,Tue,Aug,No
32,Admin ,Married,High School,No,Yes,Yes,Cellular,Tue,Aug,No
34,Admin ,Single,University Degree,No,No,No,Cellular,Tue,Aug,No
46,Blue-Collar,Married,Basic 4Y,Unknown,No,No,Cellular,Tue,Aug,No
54,Services,Married,High School,No,No,No,Cellular,Tue,Aug,No
41,Technician,Married,Professional Course,No,No,No,Cellular,Tue,Aug,No
35,Technician,Married,University Degree,No,No,Yes,Cellular,Tue,Aug,No
41,Technician,Married,Professional Course,No,Yes,No,Cellular,Tue,Aug,No
36,Technician,Married,University Degree,No,Yes,No,Cellular,Tue,Aug,No
46,Services,Married,Basic 4Y,Unknown,No,No,Cellular,Tue,Aug,No
31,Admin ,Divorced,University Degree,No,Yes,No,Cellular,Wed,Aug,No
60,Services,Married,Basic 4Y,No,Yes,No,Telephone,Wed,Aug,No
54,Blue-Collar,Married,Basic 9Y,Unknown,Yes,No,Cellular,Wed,Aug,No
56,Admin ,Married,Professional Course,No,Yes,No,Cellular,Wed,Aug,No
32,Technician,Single,University Degree,No,Yes,No,Cellular,Wed,Aug,No
35,Management,Married,University Degree,No,Yes,Yes,Cellular,Wed,Aug,No
57,Self-Employed,Married,Basic 9Y,No,No,No,Cellular,Wed,Aug,No
29,Technician,Unknown,High School,No,Yes,No,Cellular,Wed,Aug,No
29,Technician,Unknown,High School,No,Yes,No,Cellular,Wed,Aug,No
36,Admin ,Married,University Degree,Unknown,Yes,No,Cellular,Wed,Aug,No
32,Admin ,Married,University Degree,No,Yes,Yes,Cellular,Wed,Aug,No
35,Admin ,Married,University Degree,Unknown,Yes,Yes,Cellular,Wed,Aug,No
34,Admin ,Married,University Degree,Unknown,Yes,No,Cellular,Wed,Aug,No
33,Technician,Single,University Degree,No,No,No,Cellular,Wed,Aug,No
30,Technician,Married,High School,No,No,No,Cellular,Wed,Aug,No
35,Technician,Married,Professional Course,Unknown,Yes,Yes,Cellular,Wed,Aug,No
44,Management,Married,Basic 9Y,No,Yes,No,Cellular,Wed,Aug,No
46,Technician,Married,Professional Course,No,Yes,No,Cellular,Wed,Aug,No
35,Admin ,Single,University Degree,No,Yes,Yes,Cellular,Wed,Aug,No
41,Housemaid,Married,Basic 6Y,Unknown,No,No,Cellular,Wed,Aug,No
30,Technician,Married,Professional Course,No,No,Yes,Cellular,Wed,Aug,No
30,Technician,Married,Professional Course,No,Yes,No,Cellular,Wed,Aug,No
44,Blue-Collar,Married,Basic 6Y,No,No,No,Cellular,Wed,Aug,No
30,Technician,Married,Professional Course,No,No,Yes,Cellular,Wed,Aug,No
51,Admin ,Married,University Degree,Unknown,Yes,No,Cellular,Wed,Aug,No
32,Admin ,Married,University Degree,No,Yes,No,Cellular,Wed,Aug,Yes
51,Admin ,Married,University Degree,Unknown,Unknown,Unknown,Cellular,Wed,Aug,No
33,Admin ,Single,University Degree,No,No,No,Cellular,Wed,Aug,No
34,Admin ,Single,University Degree,Unknown,No,No,Telephone,Wed,Aug,No
31,Technician,Single,High School,No,No,No,Cellular,Wed,Aug,No
45,Blue-Collar,Married,High School,Unknown,Yes,No,Cellular,Wed,Aug,Yes
59,Retired,Married,University Degree,No,No,Yes,Cellular,Wed,Aug,No
38,Management,Married,University Degree,No,No,No,Cellular,Wed,Aug,No
32,Admin ,Single,University Degree,No,No,No,Cellular,Wed,Aug,Yes
38,Management,Married,University Degree,No,No,No,Cellular,Wed,Aug,No
33,Technician,Married,High School,No,No,No,Cellular,Wed,Aug,Yes
43,Admin ,Married,University Degree,No,No,No,Telephone,Wed,Aug,Yes
47,Services,Married,High School,Unknown,Yes,No,Cellular,Wed,Aug,No
31,Services,Single,University Degree,Unknown,Yes,No,Cellular,Wed,Aug,No
58,Admin ,Married,University Degree,No,Yes,No,Cellular,Wed,Aug,No
58,Admin ,Married,University Degree,No,No,No,Cellular,Wed,Aug,No
32,Technician,Single,University Degree,No,Yes,Yes,Cellular,Wed,Aug,No
